,iteration,train loss,val_seen loss,val_seen length,val_seen nav_error,val_seen oracle success_rate,val_seen success_rate,val_seen spl,val_seen oracle path_success_rate,val_seen dist_to_end_reduction,val_unseen loss,val_unseen length,val_unseen nav_error,val_unseen oracle success_rate,val_unseen success_rate,val_unseen spl,val_unseen oracle path_success_rate,val_unseen dist_to_end_reduction
0,100,1.0881076669692993,0.9455552101135254,0.6647823025994664,10.459193931201348,0.07329842931937172,0.05235602094240838,0.05077231497546563,0.08115183246073299,0.10395406267426675,0.9611836051940917,0.6097506206637873,10.392267173240505,0.06945975744211687,0.06725468577728776,0.06725468577728776,0.10033076074972437,0.15847178780944954
1,200,0.9437740964889528,0.9418143272399903,5.944476824908386,9.569696005940498,0.14659685863874344,0.0968586387434555,0.06298369932096834,0.1806282722513089,1.1154564064960824,0.9452910614013671,5.513441993056766,10.012425024679462,0.11576626240352811,0.09481808158765159,0.0748505937776742,0.15214994487320838,0.5426114002540611
2,300,0.9294358396530152,0.9359397649765014,7.725166017979753,8.986605144384116,0.2198952879581152,0.12303664921465969,0.07881143431310668,0.25654450261780104,1.7457137313687747,0.9535632610321045,7.496311404821615,9.896811813403222,0.14332965821389196,0.10033076074972437,0.08232772208416096,0.19073869900771775,0.6787200870779393
3,400,0.9288325891494752,0.9333924293518067,19.174270164697237,8.94806966453023,0.35340314136125656,0.14136125654450263,0.0684356095763967,0.42670157068062825,2.486794590170086,0.9380016613006592,19.135682562217802,9.894114541335991,0.24035281146637266,0.12679162072767364,0.0575175722682172,0.30429988974641675,0.8422316959474765
4,500,0.9255778274536134,0.9233931779861451,18.251531567986675,8.619869287197917,0.3612565445026178,0.1518324607329843,0.07831110717523816,0.43455497382198954,2.7896645540503497,0.9557267093658448,18.398850300117267,9.384521377816766,0.27342888643880925,0.11907386990077178,0.05374843746456678,0.35170893054024255,1.6891551181058737
5,600,0.9248205795288085,0.9063867568969727,31.18091933635081,8.632109782406909,0.39790575916230364,0.1806282722513089,0.05409504407815231,0.48429319371727747,3.1802029493759076,0.9368460750579833,31.13982263374592,9.590286644208733,0.3263506063947078,0.13120176405733186,0.03355800626368667,0.39691289966923926,1.4921518055215786
6,700,0.9196933622360228,0.9090403795242309,25.86531253303601,8.443852587301757,0.418848167539267,0.17015706806282724,0.06098458656459256,0.5104712041884817,2.9904845397820075,0.9467253112792967,26.77621609081753,9.552859709597957,0.30760749724366043,0.11797133406835722,0.03456363691310694,0.39029768467475195,1.464161053331652
7,800,0.9155702571868897,0.9115851640701295,25.23293053143317,7.8374210681430645,0.39790575916230364,0.1649214659685864,0.06290236251302281,0.5130890052356021,3.6842423937044364,0.9510064029693603,26.58816442416788,9.564262501557735,0.2954796030871003,0.10253583241455347,0.02849128074030258,0.3770672546857773,1.3087299796059693
8,900,0.9189640178680419,0.902642297744751,20.45490428029236,7.604025223285173,0.3743455497382199,0.18324607329842932,0.08196232686097678,0.4712041884816754,3.865743237229259,0.9443223381042483,21.152486267271232,9.435561615790569,0.24586549062844543,0.12127894156560089,0.04363268195612735,0.3054024255788313,1.3304905137446452
9,1000,0.9128165378570556,0.9183690786361693,21.05954249395043,7.959566280493322,0.387434554973822,0.1544502617801047,0.07385692873596596,0.5026178010471204,3.8244731166853008,0.9626150512695313,21.926473685558797,9.240885469643313,0.3164277839029768,0.15545755237045203,0.049427799318779456,0.3947078280044101,2.032732515824386
10,1100,0.9119633779525756,0.9195783376693726,19.23648980450107,7.664942520469104,0.3612565445026178,0.18586387434554974,0.09121619805449535,0.468586387434555,3.9083407523474967,0.9620719528198242,21.114350613080646,9.608555803890143,0.2657111356119074,0.12017640573318633,0.04377742178419618,0.3428886438809261,1.2809150752790073
11,1200,0.9076471567153931,0.9171533346176148,24.94741005954447,7.504956643749994,0.4109947643979058,0.20157068062827224,0.08857300685808527,0.5340314136125655,4.2766356848891895,0.9605346775054932,26.52117919080244,9.85004933399348,0.2701212789415656,0.1345093715545755,0.04158470255738108,0.3484013230429989,0.8611701970976872
12,1300,0.9089279804229736,0.8951533317565918,17.25524650792271,7.289564708411192,0.39790575916230364,0.20418848167539266,0.10541857598181696,0.5157068062827225,4.4373634469354934,0.9651267051696777,18.716108743622563,9.684874182393278,0.23153252480705622,0.13671444321940462,0.05202643969216435,0.30209481808158767,1.0374591862024733
13,1400,0.9054251222610473,0.930043363571167,23.165399632513882,7.193648648539464,0.4319371727748691,0.24345549738219896,0.1062733444086606,0.5549738219895288,4.51327653103947,0.9649097537994384,23.148496828244802,9.641619859364834,0.2723263506063947,0.13009922822491732,0.041833898348590665,0.3439911797133407,1.3584956418449328
14,1500,0.9041776924133299,0.9098150968551635,25.550071072667183,7.390740370756632,0.47643979057591623,0.20157068062827224,0.09189974466733429,0.599476439790576,5.179993344906284,0.9550988864898681,26.006010446891537,9.496196236307874,0.31201764057331866,0.12679162072767364,0.045748752179094125,0.3914002205071665,1.9159627668901782
15,1600,0.9048560209274292,0.9104292392730713,22.875846221689745,7.140819100369832,0.4214659685863874,0.20418848167539266,0.08679425442170485,0.5418848167539267,4.948930832816177,0.9758000659942626,23.443666123472685,9.478590289665638,0.2965821389195149,0.12348401323042998,0.049139259784429706,0.37927232635060637,1.6091754794817223
16,1700,0.9023477210998536,0.9153665542602539,22.2209748418403,7.150622071317925,0.4712041884816754,0.22251308900523561,0.0997415663560787,0.5890052356020943,5.095211959687146,0.9554631042480468,22.046548281668006,9.4402064953227,0.27122381477398017,0.14332965821389196,0.05249478315488648,0.3627342888643881,1.668687739705425
17,1800,0.9002862424850463,0.9114171743392945,15.053797345923433,7.4222656241611356,0.41361256544502617,0.20680628272251309,0.11904574176043588,0.5130890052356021,4.721166424857566,0.9883960247039795,14.922226998673404,9.39770195161299,0.24255788313120177,0.15104740904079383,0.0753439641967401,0.31091510474090406,1.3493387300483257
18,1900,0.8982917070388794,0.9041886091232301,20.870638624878815,7.231531748174574,0.42408376963350786,0.19895287958115182,0.09524888964553398,0.5340314136125655,4.834541133419901,0.9822610759735108,21.365196232587504,9.046758524924869,0.3065049614112459,0.1609702315325248,0.05901235128138817,0.39911797133406834,2.249212281926387
19,2000,0.8993302488327027,0.9042115926742553,21.928839419390474,7.007870642482291,0.4869109947643979,0.21727748691099477,0.1107142550556778,0.6020942408376964,5.077852847684901,0.9667214488983153,21.073112395079793,9.68224276562812,0.2745314222712238,0.12238147739801543,0.046843006867179994,0.34950385887541346,1.558605523010201
20,2100,0.8953121232986452,0.9071922063827516,21.808727880801566,6.854102439611003,0.5,0.2643979057591623,0.1274927266667103,0.6178010471204188,5.4109087505048565,0.9686529636383057,20.212696409910148,9.491942252877596,0.2954796030871003,0.14332965821389196,0.05563711280647305,0.37816979051819183,1.7975505248366028
21,2200,0.8960549669265748,0.9092067480087281,16.841497119766668,6.828934937673288,0.46335078534031415,0.2643979057591623,0.15207769632847884,0.5732984293193717,5.1497391933647885,0.9759814834594727,15.036627460947976,9.31741615902473,0.25468577728776187,0.1378169790518192,0.07635878828101743,0.33517089305402425,1.7086100992431268
22,2300,0.8935291986465452,0.9046751499176026,20.055204123204067,6.833273229716937,0.4476439790575916,0.23821989528795812,0.11723192512381334,0.5654450261780105,5.138067425558047,0.9787241172790528,20.44404676361257,9.547152908068233,0.2557883131201764,0.11686879823594266,0.04738446858608129,0.3296582138919515,1.5734558037471964
23,2400,0.889625027656555,0.9092942237854004,22.81483367250802,6.991321794947977,0.49476439790575916,0.25654450261780104,0.10985597790960173,0.6151832460732984,5.491222759384166,0.9973388767242432,20.057635041142422,9.353468461456352,0.2866593164277839,0.1466372657111356,0.06264441578851619,0.37265711135611906,1.5510884094364432
24,2500,0.891689497947693,0.9010290145874023,25.88943963851981,7.1783087492223965,0.49476439790575916,0.22774869109947643,0.09350923428661526,0.6308900523560209,5.052972451035061,0.9652993488311766,22.650996310596852,9.689829700048753,0.28776185226019846,0.13340683572216097,0.045675816286902655,0.3715545755237045,1.6985132209424967
25,2600,0.8879396543502807,0.9138838291168212,18.324816675489984,6.928078284576486,0.4738219895287958,0.25392670157068065,0.14267932973325884,0.5785340314136126,5.326395515755491,0.997096757888794,17.555012431813502,9.322759105976974,0.29437706725468576,0.16427783902976847,0.07298653661949453,0.3869900771775083,2.010141278458366
26,2700,0.8821713390350342,0.8737897396087646,21.695521998695572,7.074322365900678,0.4790575916230366,0.2513089005235602,0.11052567797573333,0.5968586387434555,5.114643359946575,0.9677640819549559,20.087639071142544,9.45811099916118,0.28004410143329656,0.1422271223814774,0.06309290778974108,0.37265711135611906,1.8864703613725216
27,2800,0.8830902757644654,0.9044344663619995,21.6522313813521,6.989468924175752,0.49476439790575916,0.22774869109947643,0.10735011360748305,0.6020942408376964,5.46271210402601,0.9820431613922119,19.092707874219034,9.455611801503315,0.3031973539140022,0.14553472987872107,0.06988485413669761,0.3936052921719956,1.903960888619136
28,2900,0.8819177227020265,0.8877411127090454,11.698582185108435,6.818013687584468,0.39267015706806285,0.2591623036649215,0.17136495294662876,0.49476439790575916,4.815923897961975,0.9779167366027831,10.912329510519424,9.165515274966262,0.23594266813671444,0.14553472987872107,0.09949799073929488,0.3065049614112459,1.869745807866388
29,3000,0.878475375175476,0.8834031581878663,26.387388651305777,7.1594474565496204,0.5471204188481675,0.25654450261780104,0.1199351405403113,0.6413612565445026,5.423227827966006,0.9820863819122316,20.48004464757385,10.272499064762512,0.27122381477398017,0.13671444321940462,0.0489750876267213,0.3528114663726571,0.9059217579320329
30,3100,0.8781167697906496,0.8897745370864868,22.572135214649176,7.066351361549434,0.4738219895287958,0.2486910994764398,0.10818894026701517,0.5837696335078534,5.238666247517668,0.9801861953735351,19.19530193356784,9.648237403520733,0.288864388092613,0.14884233737596472,0.06361274218912528,0.36604189636163176,1.7790629336557624
31,3200,0.8769100561141971,0.8897096633911132,19.20961868687119,6.765549948699501,0.4895287958115183,0.27225130890052357,0.1432370839764218,0.5916230366492147,5.339368591031823,0.9945131301879885,17.244408706916726,9.507067520112049,0.27783902976846747,0.1378169790518192,0.06092024151496439,0.35942668136714445,1.9439513402336188
32,3300,0.8739989356994627,0.9009986162185668,18.47857390472841,6.599319446649392,0.4816753926701571,0.2931937172774869,0.16153000261933945,0.599476439790576,5.152803529678464,0.9895706653594971,16.250635310567734,9.368334996156442,0.2756339581036384,0.1466372657111356,0.07708999442453578,0.3539140022050717,1.8661323046733134
33,3400,0.8737723512649537,0.8898619413375854,23.24016191661937,6.643888481643646,0.5340314136125655,0.28272251308900526,0.13211770341651344,0.6282722513089005,5.6078987500535336,0.9985918140411376,19.516707997624167,9.489060132474986,0.29768467475192945,0.14332965821389196,0.056852483661265815,0.38037486218302097,1.7990790994359118
34,3500,0.868355969429016,0.870991587638855,25.113173654004463,6.789010738431117,0.5418848167539267,0.2905759162303665,0.12276536955514096,0.662303664921466,5.688265644330785,0.9847424221038817,21.194311430374707,9.641138449450748,0.30209481808158767,0.12348401323042998,0.04709360486990363,0.3869900771775083,1.7788346342768446
35,3600,0.8677083282470706,0.8999346733093261,18.714407873467415,6.758351993709141,0.49214659685863876,0.2774869109947644,0.15406948751707691,0.5942408376963351,5.096683933866616,1.0113009071350096,16.47459684737132,9.658125211275156,0.2723263506063947,0.15214994487320838,0.06950639381112354,0.35170893054024255,1.721465905952816
36,3700,0.8667530126571654,0.8822935819625854,21.5742224400745,6.548651034693728,0.4869109947643979,0.31413612565445026,0.1432747035990095,0.6073298429319371,5.190140398774472,0.9962604331970215,19.990676035610388,9.388173687721668,0.27673649393605293,0.1565600882028666,0.061258242833433035,0.36604189636163176,1.657372316857385
37,3800,0.8681281623840335,0.8929124593734742,21.83882044740447,6.986754190811769,0.5,0.2591623036649215,0.13819930962033591,0.599476439790576,4.997888254132227,1.0026066970825196,19.35691006598008,9.926972373947212,0.29988974641675853,0.14002205071664828,0.055853836089884173,0.38257993384785005,1.4182835686944875
38,3900,0.8626554689407351,0.8915030241012574,18.959866418056784,6.954182918654016,0.4895287958115183,0.28272251308900526,0.14542752207968807,0.599476439790576,4.964138481727929,0.9936514663696288,16.490685619482683,9.634763059214963,0.2745314222712238,0.1444321940463065,0.06526017755745629,0.3472987872105843,1.593235349595029
39,4000,0.8612347478866578,0.9188802003860473,15.850244535023238,6.554231435223731,0.48429319371727747,0.3089005235602094,0.1938331920288487,0.5968586387434555,5.116980413890611,1.02584774017334,13.229624227201628,9.621187595837656,0.26460859977949286,0.16538037486218302,0.08690635383345696,0.3439911797133407,1.2757313540383997
40,4100,0.8605507392883299,0.8957671165466308,18.756034529106003,6.50944141979921,0.5157068062827225,0.3193717277486911,0.17594014460273846,0.6256544502617801,5.4351170984392665,1.0073660278320313,17.64549690284731,9.622488582245866,0.30099228224917307,0.15325248070562295,0.07306625824894547,0.4079382579933848,1.7547791915459525
41,4200,0.8554802002906798,0.8701526165008545,19.087376072269173,6.767723601869522,0.5052356020942408,0.31151832460732987,0.17166661790798315,0.6282722513089005,4.910759743229997,0.9987742233276368,16.01409700322675,9.695739384352528,0.24917309812568908,0.13561190738699008,0.058602841565577254,0.3340683572216097,1.5042403126964727
42,4300,0.8563431968688966,0.8805960178375245,19.280588737056426,6.430752005459968,0.5157068062827225,0.3193717277486911,0.18498229776735628,0.612565445026178,5.448155173534413,1.0064056396484375,17.003162854424286,9.62065286017893,0.29988974641675853,0.15214994487320838,0.07291618288377438,0.38478500551267913,1.8989234983068342
43,4400,0.8526155729293824,0.8740985870361329,21.12203719248564,6.744272611601196,0.5,0.31675392670157065,0.1763293403755158,0.5968586387434555,5.061738548674416,0.9863050746917723,16.718106965654297,9.535889702218194,0.2866593164277839,0.17420066152149946,0.07871252289831504,0.37596471885336274,1.5935062700884757
44,4500,0.8527354888916016,0.8895899534225464,16.94852095058017,6.572512872950993,0.5,0.34554973821989526,0.22243770866491447,0.599476439790576,5.136803255231319,1.0127823066711426,16.471671263166918,9.355785086268437,0.29768467475192945,0.15766262403528114,0.0745403195784673,0.3814773980154355,2.0296847336093906
45,4600,0.8491897196769714,0.8883096456527709,23.222749977103515,6.495546651680325,0.5418848167539267,0.35340314136125656,0.176674422579253,0.6387434554973822,5.259624057765013,1.007121467590332,20.574356026152188,9.72882742969304,0.31091510474090406,0.13009922822491732,0.05338477962812291,0.4013230429988975,1.5767557532031748
46,4700,0.8458170914649963,0.8957013130187989,19.147441645475972,6.628307285765536,0.5392670157068062,0.34293193717277487,0.2040230199382138,0.6308900523560209,5.251970357770501,0.9896668338775635,16.56903583329437,9.678068578874278,0.3065049614112459,0.15766262403528114,0.07546640685449556,0.3770672546857773,1.6216295226786142
47,4800,0.8432993173599244,0.8592735290527344,21.639744920728006,7.056618784668151,0.5261780104712042,0.3298429319371728,0.17769261170771325,0.6335078534031413,4.752015730314552,0.9973729515075684,17.89083499010166,9.714040616590657,0.29768467475192945,0.1565600882028666,0.06489144554678186,0.38478500551267913,1.5469443106729885
48,4900,0.8405466852188112,0.8891937017440795,14.279079661895098,6.525923401409263,0.4895287958115183,0.3403141361256545,0.24247957499854972,0.5785340314136126,5.020773538165704,1.0111590099334715,12.913550876182834,9.323616052704747,0.25027563395810365,0.16979051819184124,0.09379651174170163,0.3362734288864388,1.4905729468036812
49,5000,0.837715269088745,0.8916600465774537,18.66493029085857,6.520305900342531,0.5314136125654451,0.34554973821989526,0.19625405895325293,0.6335078534031413,5.022795036005838,1.0024153041839599,15.490398259293867,9.826338522944113,0.2756339581036384,0.12899669239250275,0.0646617810792858,0.35501653803748623,1.236199720965542
50,5100,0.8374517121315002,0.883538794517517,15.534348818431543,6.592816931126148,0.5078534031413613,0.337696335078534,0.2326580777383103,0.6047120418848168,5.018557946321263,1.0142362689971924,14.414978196321556,9.205014194412284,0.3098125689084895,0.17640573318632854,0.09880550486597718,0.40352811466372657,1.7945328876829134
51,5200,0.8323055114746094,0.8863579273223876,14.485674555813475,6.341636277989766,0.5104712041884817,0.3507853403141361,0.24250108735740747,0.6204188481675392,5.343729343913641,1.026741247177124,14.118294977670322,9.32711481754749,0.30099228224917307,0.17750826901874311,0.09515729752307206,0.3836824696802646,1.739102201363668
52,5300,0.8307633638381957,0.8708428144454956,17.111267989764002,6.44300621736795,0.5209424083769634,0.34554973821989526,0.21762807007407908,0.6204188481675392,5.3039260142973905,1.0254708194732667,16.454577578452472,9.473382527907992,0.2756339581036384,0.12348401323042998,0.055489058747272106,0.36163175303197354,1.7511804397012223
53,5400,0.8271911764144896,0.8576777696609498,17.02263560793257,6.3851315541824825,0.5366492146596858,0.3743455497382199,0.24859709217588466,0.6413612565445026,5.249354739732842,0.9857832622528075,14.547980581089835,9.684012533456015,0.28004410143329656,0.1543550165380375,0.085567018463605,0.3572216097023153,1.545132598838193
54,5500,0.8280170388221743,0.8728250741958619,16.147367790933547,6.474425889347943,0.5026178010471204,0.3481675392670157,0.23400035142388836,0.6151832460732984,5.0170958182084275,1.0237629985809327,15.861867400711478,9.442530693160206,0.26460859977949286,0.1609702315325248,0.07378164119206511,0.3572216097023153,1.3884695950389963
55,5600,0.8235834312438964,0.8577888011932373,20.34063029100053,6.529250970425625,0.5366492146596858,0.3586387434554974,0.20615463794633848,0.6361256544502618,5.037406625673719,1.008299512863159,15.933172943077542,9.66800801033375,0.2745314222712238,0.1587651598676957,0.0753330836699447,0.35832414553472985,1.324137234576771
56,5700,0.8202007412910463,0.873772668838501,19.03969569567379,6.906819067431756,0.5287958115183246,0.34293193717277487,0.17912691656062016,0.6047120418848168,4.979198283290743,1.005821304321289,16.34796042977226,9.729044911871153,0.29106945975744214,0.1631753031973539,0.07613853220646159,0.3638368246968026,1.5151287678783936
57,5800,0.8127601451873778,0.8798633575439453,16.0761625111016,6.5877809651330095,0.5418848167539267,0.3481675392670157,0.23659743456191487,0.6544502617801047,5.188263047470026,1.023032398223877,14.459391898114982,9.570259976028531,0.2679162072767365,0.1543550165380375,0.07841053398195552,0.3484013230429989,1.389115956318549
58,5900,0.8140353865623475,0.8868305206298828,16.49041693929513,6.542520445726481,0.5130890052356021,0.3586387434554974,0.21962586405966228,0.612565445026178,5.069354986482913,1.0209966945648195,15.878734510964431,9.401202666827079,0.2756339581036384,0.1444321940463065,0.06465746116794166,0.36163175303197354,1.410175677514261
59,6000,0.8099355959892273,0.8705511331558228,16.172474222163896,6.566297177122182,0.5340314136125655,0.3481675392670157,0.23099442197478479,0.6361256544502618,5.072896413416452,1.017315845489502,13.854494511279961,9.568091493331933,0.28114663726571115,0.17861080485115766,0.09018588407446158,0.3627342888643881,1.532711207546705
60,6100,0.8067563047409056,0.8706609725952148,15.791815168079674,6.5578311952807145,0.5235602094240838,0.3481675392670157,0.2563107546542177,0.6256544502617801,4.7805950694987365,0.9972184276580809,15.738390475271208,9.297497518075264,0.28776185226019846,0.16648291069459759,0.0899659250279707,0.3715545755237045,1.5523589351336795
61,6200,0.8058132033348083,0.8814118862152099,12.862389846429128,6.445520329652414,0.47643979057591623,0.35340314136125656,0.2635793071466918,0.5837696335078534,4.921044802279823,1.013429775238037,12.027728052263255,9.228341805776425,0.25909592061742004,0.1565600882028666,0.10126353816021155,0.34509371554575524,1.692955655650827
62,6300,0.8061170597076415,0.8661375522613526,19.76639637741365,7.080181125524013,0.5314136125654451,0.31413612565445026,0.1961525221916528,0.643979057591623,4.897182615189725,1.0113129806518555,17.71651278652108,9.465699025590622,0.29106945975744214,0.16538037486218302,0.0717295254156459,0.3671444321940463,1.4100297218694693
63,6400,0.8016839141845702,0.8749330759048461,19.184070369977896,6.6283478540619845,0.5575916230366492,0.35340314136125656,0.22108881787791643,0.6596858638743456,5.235381153251082,1.0310730743408203,17.031461238744633,9.76725319076378,0.2954796030871003,0.1543550165380375,0.06980379537129931,0.37816979051819183,1.2860901718026712
64,6500,0.7993025140762329,0.8782351016998291,16.058805121258253,6.6948027787097475,0.5235602094240838,0.3324607329842932,0.2349539221858983,0.6178010471204188,5.121325306133638,1.027696647644043,14.701088055677179,9.659642156162905,0.28114663726571115,0.16868798235942667,0.08541035571589616,0.3528114663726571,1.2311245846137382
65,6600,0.7972724056243895,0.8721853256225587,16.81472857141405,6.559188529562755,0.5235602094240838,0.34554973821989526,0.22460027546488473,0.6335078534031413,4.875182178489941,1.041420249938965,15.043205697316314,9.350905678635804,0.2844542447629548,0.16979051819184124,0.08936852809326423,0.39029768467475195,1.5283166343114574
